Gene	Isoform	ExplogFC/FC	P
SARM1	Expression	0.00515601054682907	0.98723
SARM1	ENST00000585453	1.04308325896968	0.99087
SARM1	ENST00000585482	0.98076833115131	0.9963
AK2	Expression	0.00963938713425961	0.98885
AK2	ENST00000467905	1.04284835173151	0.97416
AK2	ENST00000672715	0.995275317828842	0.99679
AK2	ENST00000673291	0.937430744210018	0.96909
CD38	Expression	1.03668330215128	0
CD38	ENST00000226279	0.988169776258046	0.9977
CD38	ENST00000511430	1.17135298429602	0.66807
KDM1A	Expression	0.00776728514343251	0.98918
KDM1A	ENST00000356634	0.988589778480852	0.99741
KDM1A	ENST00000400181	1.04365092252448	0.97261
KDM1A	ENST00000602503	1.02611131407243	0.98257
RBM6	Expression	0.402846260593705	0.11171
RBM6	ENST00000266022	1.07692514507246	0.97576
RBM6	ENST00000454079	0.956039735202679	0.99404
ZMYND10	Expression	0.0167061640642503	0.98681
ZMYND10	ENST00000231749	1.0009486158937	0.99909
ZMYND10	ENST00000475688	1.07548969790085	0.94632
ZMYND10	ENST00000490675	0.958004731472847	0.98925
PRSS22	Expression	0.0288107136422165	0.95339
PRSS22	ENST00000161006	0.95872458659516	0.98967
PRSS22	ENST00000570950	1.24272857164475	0.26563
UPF1	Expression	0.412974826091848	0.00101
UPF1	ENST00000262803	1.01317333737882	0.99783
UPF1	ENST00000596842	1.01094284413666	0.99033
UPF1	ENST00000599848	0.854880652965371	0.78462
UPF1	ENST00000600689	1.0497751136478	0.96906
LIG3	Expression	0.149851420658748	0.61802
LIG3	ENST00000378526	0.988565269443188	0.99285
LIG3	ENST00000593099	1.22890928547791	0.34141
RPAP3	Expression	0.00617316548683724	0.98667
RPAP3	ENST00000005386	0.95922699613614	0.99084
RPAP3	ENST00000432584	1.08397516496045	0.9578
SPPL2B	Expression	0.353724051066578	0.10623
SPPL2B	ENST00000589515	1.11768646430572	0.83827
SPPL2B	ENST00000613503	0.996330200737597	0.99476
SPPL2B	ENST00000618220	0.966825747288614	0.99076
FAM214B	Expression	-0.00499981485770431	0.9867
FAM214B	ENST00000378561	0.938390667427098	0.98033
FAM214B	ENST00000378566	1.03004003990895	0.99388
CREBBP	Expression	0.0992996910087147	0.6948
CREBBP	ENST00000262367	0.92891179279462	0.98598
CREBBP	ENST00000382070	1.1587370218909	0.71896
CREBBP	ENST00000572134	0.956509147519724	0.9695
CREBBP	ENST00000576720	1.09829773111817	0.87536
TSPOAP1	Expression	0.505525183936222	0.00033
TSPOAP1	ENST00000268893	1.03218332115752	0.98567
TSPOAP1	ENST00000580669	0.974000740040663	0.98827
TSPOAP1	ENST00000581675	0.935380858797542	0.96042
TSPOAP1	ENST00000581692	0.971454841678507	0.97929
KMT2E	Expression	0.00464771632085503	0.99363
KMT2E	ENST00000257745	0.958055068810231	0.995
KMT2E	ENST00000311117	1.01402069219773	0.99887
KMT2E	ENST00000495267	0.998027692934048	0.99593
RHBDD2	Expression	0.00120557497816099	0.99205
RHBDD2	ENST00000006777	0.974279043420016	0.99867
RHBDD2	ENST00000318622	1.10444724368609	0.94892
MYCBP2	Expression	0.203807873046504	0.40899
MYCBP2	ENST00000357337	0.995254918605262	0.99427
MYCBP2	ENST00000429715	1.01490376140473	0.98989
MYCBP2	ENST00000612956	1.08891918802549	0.90171
FBXL3	Expression	-0.0219083628320682	0.97206
FBXL3	ENST00000355619	1.00236096468672	0.9993
FBXL3	ENST00000477982	0.947679232377371	0.99367
ITGA3	Expression	0.0595211219740325	0.86929
ITGA3	ENST00000320031	1.0013532220913	0.99843
ITGA3	ENST00000506437	0.979919977187008	0.99744
LAMP2	Expression	-0.105502615098108	0.7005
LAMP2	ENST00000200639	0.981605910359375	0.99978
LAMP2	ENST00000371335	1.01001107791717	0.99986
GDE1	Expression	-0.0296110885652152	0.95397
GDE1	ENST00000353258	1.00204789102703	0.99922
GDE1	ENST00000569899	0.915922763066867	0.97636
TMEM98	Expression	-0.00100282801588291	0.98796
TMEM98	ENST00000394642	1.00466234344748	0.99753
TMEM98	ENST00000579849	0.988960299770248	0.99734
AP2B1	Expression	-0.0211017831415078	0.98449
AP2B1	ENST00000610402	0.929087418965933	0.99694
AP2B1	ENST00000621914	1.10739601443667	0.97578
ZNF263	Expression	0.00524591203582467	0.98542
ZNF263	ENST00000219069	1.00262246628267	0.99862
ZNF263	ENST00000575332	0.982861526979454	0.99796
ALDH3B1	Expression	0.0342619364076062	0.95577
ALDH3B1	ENST00000342456	0.988392372339405	0.99938
ALDH3B1	ENST00000615368	1.21653522897301	0.38688
FARP2	Expression	0.0136458427164645	0.986
FARP2	ENST00000264042	1.02705717538095	0.98933
FARP2	ENST00000413432	0.978396067404333	0.99571
FARP2	ENST00000470617	1.03100021050773	0.98194
IFRD1	Expression	-0.026455857677934	0.9716
IFRD1	ENST00000403825	1.09354842595258	0.93487
IFRD1	ENST00000421296	0.853797442811596	0.76456
IFRD1	ENST00000429071	0.958865459168582	0.98592
IFRD1	ENST00000489994	0.800947556143742	0.49397
GTF2IRD1	Expression	0.0266046555120288	0.95681
GTF2IRD1	ENST00000424337	0.910448667493388	0.94701
GTF2IRD1	ENST00000476977	1.10262420506173	0.92268
SCIN	Expression	0.0636355955814416	0.84909
SCIN	ENST00000297029	0.991160699607891	0.99473
SCIN	ENST00000341757	1.02055573379247	0.98223
SCIN	ENST00000476649	1.11141280156488	0.83465
SCIN	ENST00000519209	0.986677479586013	0.98925
PROM1	Expression	-0.0354823583744964	0.96771
PROM1	ENST00000505450	1.04746669018709	0.99625
PROM1	ENST00000508167	0.954199512648905	0.99897
PROM1	ENST00000513448	1.06193164099211	0.9841
DNAH9	Expression	0.000280651742447496	0.99551
DNAH9	ENST00000262442	1.00827522435135	0.99977
DNAH9	ENST00000396001	0.936295839598592	0.97935
DNAH9	ENST00000579406	0.854759131786637	0.7648
DNAH9	ENST00000579828	1.02654085384714	0.98679
DNAH9	ENST00000608377	0.80327268776511	0.50635
LUC7L	Expression	0.00736568746709873	0.98605
LUC7L	ENST00000426094	1.16370847791739	0.69901
LUC7L	ENST00000490762	0.93570432029345	0.97409
PSMB1	Expression	-0.00975871372514079	0.98645
PSMB1	ENST00000262193	0.997590280522078	0.9991
PSMB1	ENST00000462957	1.02699443402121	0.9976
DLEC1	Expression	0.0325194831072502	0.96791
DLEC1	ENST00000308059	1.00830419238425	0.99963
DLEC1	ENST00000440294	0.985959976835002	0.99971
DLEC1	ENST00000478428	0.984884524452892	0.99677
SPAG9	Expression	0.018784939572425	0.98137
SPAG9	ENST00000262013	0.982237937960131	0.99971
SPAG9	ENST00000357122	1.07406903666593	0.98983
CRY1	Expression	0.0183877841767773	0.97468
CRY1	ENST00000008527	0.994479525113336	0.99816
CRY1	ENST00000552790	1.04600213547691	0.99226
NFIX	Expression	0.0187440199520819	0.97964
NFIX	ENST00000360105	0.96908527662947	0.99797
NFIX	ENST00000397661	1.09201633139417	0.96688
PKD1	Expression	0.0117542611877747	0.98671
PKD1	ENST00000262304	0.987044604067656	0.99655
PKD1	ENST00000472577	1.25318738874406	0.21496
SEC62	Expression	-0.064133004738202	0.85013
SEC62	ENST00000337002	0.992923731571577	0.99925
SEC62	ENST00000480708	1.03415704699517	0.99748
RPS20	Expression	-0.139074363705961	0.59696
RPS20	ENST00000009589	0.998629390306786	0.99272
RPS20	ENST00000523936	1.24458993974718	0.2774
CSDE1	Expression	-0.0705601383116318	0.81945
CSDE1	ENST00000261443	1.04053147441283	0.99883
CSDE1	ENST00000339438	0.996256268472943	0.99986
UBE3C	Expression	0.0141391186175338	0.98435
UBE3C	ENST00000348165	0.986985842244507	0.99658
UBE3C	ENST00000470408	1.24566485851853	0.24513
POMT2	Expression	-0.00315921798073388	0.98621
POMT2	ENST00000261534	1.00032675202213	0.99831
POMT2	ENST00000556394	0.997986949570329	0.99832
VTA1	Expression	0.00936625701472208	0.98612
VTA1	ENST00000367621	1.01650882853092	0.99834
VTA1	ENST00000620996	0.992045090018109	0.99873
BAZ1B	Expression	0.0385589258571123	0.93837
BAZ1B	ENST00000339594	0.981967781880376	0.99984
BAZ1B	ENST00000404251	1.03360815222612	0.99936
ZNF207	Expression	0.0116243677384131	0.99427
ZNF207	ENST00000321233	0.898165092768802	0.91403
ZNF207	ENST00000394670	1.05355712897771	0.98394
ZNF207	ENST00000394673	0.968773741861587	0.99543
ZNF207	ENST00000577908	0.937289847862695	0.96161
ZNF207	ENST00000579810	1.13324346064768	0.7585
ZNF207	ENST00000584696	1.16076935839676	0.66168
UQCRC1	Expression	-0.0165524299247417	0.98182
UQCRC1	ENST00000203407	1.01628873681834	0.99936
UQCRC1	ENST00000472438	0.891393145053291	0.94713
STARD3NL	Expression	-0.00492221366917164	0.98535
STARD3NL	ENST00000009041	0.987920967794317	0.99713
STARD3NL	ENST00000471550	1.08200485506704	0.9614
CD9	Expression	-0.30082043203485	0.13228
CD9	ENST00000009180	0.993008246493118	0.99309
CD9	ENST00000538834	1.0641155047785	0.94824
CD9	ENST00000645368	1.28067350223195	0.19315
NCAPD2	Expression	0.00888103375864105	0.98525
NCAPD2	ENST00000315579	1.00020293935873	0.99882
NCAPD2	ENST00000536538	0.996867213279866	0.99879
GIPR	Expression	0.0285323793478811	0.95612
GIPR	ENST00000590918	0.993041786441205	0.99691
GIPR	ENST00000591224	1.03797305427806	0.97354
GIPR	ENST00000591322	1.06242523323195	0.94962
NISCH	Expression	0.0284912748600274	0.95863
NISCH	ENST00000345716	0.997146226142984	0.99915
NISCH	ENST00000488380	1.01476425552346	0.99893
IDS	Expression	-0.00267011112839668	0.99392
IDS	ENST00000340855	0.984223434532649	0.9988
IDS	ENST00000428056	1.14507518298838	0.74284
IDS	ENST00000466323	1.20769274149809	0.46872
LRRC23	Expression	-0.0216962781328385	0.98112
LRRC23	ENST00000433346	1.09641819544726	0.88435
LRRC23	ENST00000436789	0.970054461705262	0.98376
LRRC23	ENST00000443597	1.04676721650273	0.97978
LRRC23	ENST00000451681	0.93761544306784	0.97931
HIVEP2	Expression	0.382058121565676	0.03971
HIVEP2	ENST00000367603	0.991747194931996	0.99983
HIVEP2	ENST00000367604	1.02425996112874	0.99959
ELOA	Expression	0.0202748637303038	0.97406
ELOA	ENST00000609199	1.22146177297595	0.37322
ELOA	ENST00000613537	0.948163179887409	0.98716
AKAP8L	Expression	0.0309017216219005	0.94687
AKAP8L	ENST00000397410	0.990312255421477	0.99777
AKAP8L	ENST00000595087	1.04993246181056	0.99003
RNF216	Expression	0.0142780921988229	0.98301
RNF216	ENST00000389902	0.876496867357776	0.90781
RNF216	ENST00000425013	1.03831284097135	0.99733
TTC19	Expression	0.0173283609679059	0.97479
TTC19	ENST00000261647	0.957797112485214	0.98954
TTC19	ENST00000465567	1.15409386629021	0.74919
PTBP1	Expression	0.0451464444101168	0.92729
PTBP1	ENST00000349038	1.00114416522494	0.99632
PTBP1	ENST00000356948	1.02429933866199	0.99472
PTBP1	ENST00000586944	1.13637705855708	0.78313
PTBP1	ENST00000627714	0.835757528442598	0.69227
PIK3C2A	Expression	-0.0238793590273635	0.97133
PIK3C2A	ENST00000265970	1.00931663855003	0.99956
PIK3C2A	ENST00000533645	0.916617401999644	0.97991
MAP4K3	Expression	0.139370691357475	0.67991
MAP4K3	ENST00000263881	1.00321516442179	0.99769
MAP4K3	ENST00000437545	0.997252081079769	0.99775
ELOVL5	Expression	-0.04858907377313	0.90251
ELOVL5	ENST00000304434	1.00106441030676	0.99911
ELOVL5	ENST00000370913	0.948928328421843	0.99448
CALCOCO1	Expression	0.00763388211915989	0.99109
CALCOCO1	ENST00000430117	0.875516848357968	0.84079
CALCOCO1	ENST00000548263	1.04679630689969	0.97496
CALCOCO1	ENST00000549935	1.04528504562139	0.96796
CALCOCO1	ENST00000550804	0.975743126815432	0.98388
MAN2B2	Expression	0.00834564543565885	0.98777
MAN2B2	ENST00000285599	0.987288460269691	0.99857
MAN2B2	ENST00000505907	1.07469757241345	0.97902
MVP	Expression	0.0422844696627357	0.93127
MVP	ENST00000357402	1.00031967169494	0.99706
MVP	ENST00000395353	0.965797080492199	0.98382
MVP	ENST00000569612	1.37223395809553	0.03049
NUB1	Expression	1.18478155295107	0
NUB1	ENST00000413040	1.03553001336877	0.99795
NUB1	ENST00000468404	0.862226458058168	0.86016
CLK1	Expression	-0.0139446341203301	0.98997
CLK1	ENST00000321356	1.07199384937172	0.92747
CLK1	ENST00000432425	0.912173964427043	0.91458
CLK1	ENST00000461981	1.13990005147223	0.74466
CLK1	ENST00000472679	1.06438593007797	0.91957
CLK1	ENST00000473565	0.962743560981315	0.99471
CLK1	ENST00000482590	0.986692760915462	0.97221
CAPN1	Expression	0.018419338421188	0.98482
CAPN1	ENST00000279247	0.990286404750191	0.99885
CAPN1	ENST00000527323	1.03408956635493	0.9677
CAPN1	ENST00000528165	1.06278079580572	0.93311
CAPN1	ENST00000533079	1.27165536814435	0.23703
MDH1	Expression	-0.0164379258525308	0.98169
MDH1	ENST00000233114	1.00006447640739	0.99951
MDH1	ENST00000539945	0.999935520755061	0.99951
SLC30A9	Expression	-0.122494717606268	0.68792
SLC30A9	ENST00000264451	1.06360218688865	0.98954
SLC30A9	ENST00000513699	0.753637364414191	0.21011
CCDC88C	Expression	0.156752819499835	0.51243
CCDC88C	ENST00000331194	0.981654626034391	0.9834
CCDC88C	ENST00000389857	0.992006049902207	0.99332
CCDC88C	ENST00000554872	1.0242334327485	0.96972
CCDC88C	ENST00000556726	1.14969461717222	0.72122
YAF2	Expression	0.0131701101429666	0.97801
YAF2	ENST00000534854	1.20448661007613	0.47632
YAF2	ENST00000541702	0.940637962764316	0.97429
MATR3	Expression	-0.0270862310274218	0.97881
MATR3	ENST00000394805	1.16042572254533	0.70037
MATR3	ENST00000502499	0.940665404049525	0.98941
MATR3	ENST00000504643	1.08198658145117	0.89763
MATR3	ENST00000505625	1.1237088954635	0.80475
MATR3	ENST00000510056	0.85719743532824	0.78805
ATP2C1	Expression	-0.0629699451215976	0.86296
ATP2C1	ENST00000505330	0.915412258123275	0.95326
ATP2C1	ENST00000514654	1.17674426374152	0.6311
RALBP1	Expression	-0.0154785349240983	0.98413
RALBP1	ENST00000019317	1.02354110428379	0.99231
RALBP1	ENST00000383432	0.993438239261551	0.99583
RALBP1	ENST00000609094	0.875420332378481	0.85747
RUFY3	Expression	0.00224333862480519	0.99083
RUFY3	ENST00000226328	0.938816879113715	0.9754
RUFY3	ENST00000381006	1.03846751078749	0.98231
RUFY3	ENST00000417478	1.04943613602769	0.97032
WWTR1	Expression	0.00938857760180099	0.98591
WWTR1	ENST00000465804	1.00072768223238	0.99906
WWTR1	ENST00000474080	0.980379125104456	0.99851
AGPS	Expression	0.000506199719977305	0.98988
AGPS	ENST00000264167	0.993860236527309	0.99894
AGPS	ENST00000637633	1.03922194095614	0.99522
PRDM11	Expression	0.0229802265837868	0.96313
PRDM11	ENST00000534751	1.048281933156	0.98725
PRDM11	ENST00000622142	0.97867462127782	0.99526
CD74	Expression	1.02783170525793	0
CD74	ENST00000009530	1.13761087762645	0.84128
CD74	ENST00000353334	0.934916354620958	0.99421
CD74	ENST00000377795	0.940591888529001	0.9927
CD74	ENST00000517752	1.61685585759612	0
MNAT1	Expression	0.00144645030547827	0.98752
MNAT1	ENST00000261245	1.06306125896463	0.97942
MNAT1	ENST00000539616	0.933178295024034	0.97662
SERPINB1	Expression	0.0175266772934054	0.98306
SERPINB1	ENST00000380739	0.997790795974461	0.99893
SERPINB1	ENST00000476896	1.06289194724523	0.98808
AQR	Expression	-0.0293402256458647	0.96213
AQR	ENST00000156471	1.07657471642392	0.96258
AQR	ENST00000543879	0.817863960515909	0.59764
AQR	ENST00000559090	1.07980540967454	0.93677
SLC45A4	Expression	-0.000296644544215749	0.99142
SLC45A4	ENST00000517878	1.10581017078906	0.88124
SLC45A4	ENST00000519067	0.986834699525566	0.99757
SLC45A4	ENST00000521804	0.936862536249211	0.9688
RNF10	Expression	-0.0031648185543821	0.9934
RNF10	ENST00000325954	1.03049941040672	0.99984
RNF10	ENST00000413266	0.905612542924369	0.98524
RNH1	Expression	0.0346245159389175	0.93902
RNH1	ENST00000397604	0.978381222083359	0.99651
RNH1	ENST00000525522	1.11382515100365	0.9026
RB1CC1	Expression	-0.513625282440193	7e-05
RB1CC1	ENST00000025008	1.15088757095702	0.82872
RB1CC1	ENST00000435644	0.838333419231202	0.7697
ALAS1	Expression	0.00641910611642186	0.98849
ALAS1	ENST00000310271	1.03320537878356	0.9956
ALAS1	ENST00000469224	0.980985612375582	0.99768
GCLM	Expression	0.00391811248873815	0.99147
GCLM	ENST00000370238	0.959700929045295	0.99578
GCLM	ENST00000615724	1.20482866197351	0.46581
PHF20	Expression	-0.005351786034303	0.98905
PHF20	ENST00000374012	1.0057011915668	0.99962
PHF20	ENST00000617560	0.858465678138748	0.8504
TYMP	Expression	1.3381069821351	0
TYMP	ENST00000487162	0.957194099589748	0.99603
TYMP	ENST00000651906	1.09666137862692	0.95823
VIM	Expression	0.0318048301419221	0.95674
VIM	ENST00000224237	1.00098250133624	0.99945
VIM	ENST00000469543	0.98001311894884	0.99907
RNASET2	Expression	-0.0235948408709813	0.96252
RNASET2	ENST00000476238	1.00294663803317	0.99629
RNASET2	ENST00000508775	0.996993734615585	0.9963
CD44	Expression	-0.00215401449781217	0.99367
CD44	ENST00000263398	1.13164083619581	0.83076
CD44	ENST00000433892	0.832982109422253	0.67591
CD44	ENST00000525469	0.886348433140467	0.87031
CD44	ENST00000528922	0.825284091626592	0.61881
CD44	ENST00000531118	0.955746365720578	0.97341
BRD9	Expression	0.0292694571861994	0.95025
BRD9	ENST00000467963	0.973705276327047	0.99546
BRD9	ENST00000495794	1.03189741665868	0.99435
SNX1	Expression	0.00226110625900942	0.98994
SNX1	ENST00000559844	0.965013368151384	0.99683
SNX1	ENST00000560829	1.10249101928627	0.94633
BCLAF1	Expression	-0.0280821910282226	0.97272
BCLAF1	ENST00000476194	1.01318507981892	0.97158
BCLAF1	ENST00000527536	0.943490301373677	0.98186
BCLAF1	ENST00000529522	0.978015537778048	0.97558
BCLAF1	ENST00000531224	1.01324188951695	0.99788
BCLAF1	ENST00000534269	1.10770714169273	0.84388
SLC39A9	Expression	-0.00332349812323593	0.99019
SLC39A9	ENST00000336643	0.99910335176063	0.99906
SLC39A9	ENST00000556605	1.01078570966814	0.99889
IKZF2	Expression	0.621092523244707	0
IKZF2	ENST00000342002	0.973903003116424	0.99702
IKZF2	ENST00000457361	1.04626308547158	0.99147
IKZF2	ENST00000484040	0.804781843063219	0.51871
FAM13B	Expression	0.0113385907048093	0.98661
FAM13B	ENST00000033079	0.989728021657912	0.99832
FAM13B	ENST00000425075	1.12372418260979	0.88627
SARS1	Expression	-0.00646026132795196	0.9878
SARS1	ENST00000234677	1.00296017663601	0.99939
SARS1	ENST00000468588	0.932802238876257	0.9887
PNPLA6	Expression	0.0115944947809894	0.98152
PNPLA6	ENST00000597202	0.930586208590601	0.98143
PNPLA6	ENST00000600737	1.01666268186856	0.99784
IFT88	Expression	-0.00873676745857666	0.98685
IFT88	ENST00000351808	0.991260895518922	0.99744
IFT88	ENST00000461115	1.04897158128551	0.96307
IFT88	ENST00000537103	1.05850913478456	0.95466
UBA6	Expression	0.0699573368699208	0.83033
UBA6	ENST00000322244	0.996748379578218	0.99924
UBA6	ENST00000429659	1.03011213851323	0.99791
PIAS1	Expression	0.0013270301238029	0.99083
PIAS1	ENST00000249636	0.984523982547908	0.99718
PIAS1	ENST00000545237	1.10381020026396	0.87575
PIAS1	ENST00000564915	1.07608238968272	0.93113
MAP2K3	Expression	0.0535903880830006	0.88657
MAP2K3	ENST00000342679	1.02533803052513	0.99308
MAP2K3	ENST00000361818	0.960608194970848	0.99257
MAP2K3	ENST00000477540	1.07250786008724	0.943
EFCAB1	Expression	-0.0200489735512545	0.98355
EFCAB1	ENST00000262103	0.980895282386921	0.99818
EFCAB1	ENST00000433756	1.15623978369216	0.69145
EFCAB1	ENST00000521002	1.04006392099366	0.94759
EFCAB1	ENST00000521701	0.941232913258115	0.94802
EFCAB1	ENST00000522254	1.00006062099725	0.97261
EFCAB1	ENST00000523092	0.912585764922117	0.91614
RNF19A	Expression	0.353803104753692	0.10848
RNF19A	ENST00000341084	0.997043456098439	0.99458
RNF19A	ENST00000520071	1.18220435080891	0.6018
GABARAPL2	Expression	-0.0785348512291283	0.81567
GABARAPL2	ENST00000037243	1.00473421594666	0.99877
GABARAPL2	ENST00000565985	0.909421398342339	0.96534
SH3YL1	Expression	-0.0313258840714099	0.94452
SH3YL1	ENST00000402632	0.972478551205337	0.99697
SH3YL1	ENST00000403712	1.00384211184683	0.99838
VCL	Expression	0.293357718195465	0.25368
VCL	ENST00000372755	0.980524725901058	0.99763
VCL	ENST00000623461	1.09310469892231	0.95234
ADSS2	Expression	-0.00770472168285543	0.98915
ADSS2	ENST00000366535	0.998541517013096	0.99877
ADSS2	ENST00000462358	1.07020446257691	0.98235
CUL3	Expression	-0.109786986762832	0.6959
CUL3	ENST00000264414	1.12520092295472	0.84668
CUL3	ENST00000409096	0.928713411200949	0.9746
CUL3	ENST00000497715	0.955519592775861	0.97851
FBXO42	Expression	-0.0124433063895789	0.98269
FBXO42	ENST00000375592	1.01203625782644	0.99926
FBXO42	ENST00000478089	0.894894988132354	0.94729
BOD1L1	Expression	-0.0344283045773881	0.95177
BOD1L1	ENST00000040738	1.00244458172281	0.99898
BOD1L1	ENST00000482713	1.02215100707099	0.97743
BOD1L1	ENST00000507943	0.955488723514172	0.97409
BOD1L1	ENST00000511119	0.883180744304646	0.8579
TRIO	Expression	-0.00553272797992733	0.98761
TRIO	ENST00000344135	1.02083803393132	0.99613
TRIO	ENST00000509967	0.977673466734339	0.99596
VCAN	Expression	-0.00811864822855216	0.98648
VCAN	ENST00000265077	0.985862226878675	0.99789
VCAN	ENST00000343200	1.00617331283952	0.99828
CLEC16A	Expression	0.207323030792259	0.4928
CLEC16A	ENST00000261657	1.05863095845838	0.95645
CLEC16A	ENST00000409552	0.964392007564917	0.98163
CLEC16A	ENST00000463896	1.03110806857327	0.9688
MTREX	Expression	0.00350628090387624	0.99076
MTREX	ENST00000230640	0.994776415178624	0.99801
MTREX	ENST00000508716	1.17675031682786	0.63806
DNAH5	Expression	-0.37421191947158	0.00874
DNAH5	ENST00000265104	0.998904613020304	0.9984
DNAH5	ENST00000508040	1.1392387621508	0.82995
ZFYVE16	Expression	-0.0105744693582439	0.98997
ZFYVE16	ENST00000338008	1.02813011621246	0.99411
ZFYVE16	ENST00000505560	0.970282267171811	0.99513
ZFYVE16	ENST00000512907	0.963349514190109	0.98953
INPP4A	Expression	0.0368854598696342	0.93075
INPP4A	ENST00000074304	0.92870588027583	0.97555
INPP4A	ENST00000409851	1.06555492908505	0.9801
PSMA4	Expression	0.0376634919283877	0.94506
PSMA4	ENST00000044462	0.981254413465869	0.97938
PSMA4	ENST00000413382	0.912088014734068	0.9312
PSMA4	ENST00000557929	1.01297225958149	0.98238
PSMA4	ENST00000559082	1.0665338084196	0.95071
PSMA4	ENST00000559146	0.941982579533485	0.95606
ADAM28	Expression	0.0256831351632501	0.97751
ADAM28	ENST00000265769	0.964188500369576	0.9944
ADAM28	ENST00000437154	1.0575482197873	0.96028
ADAM28	ENST00000520448	0.999607429925246	0.97907
ADAM28	ENST00000521629	1.00459761115959	0.97767
ADAM28	ENST00000523236	1.0399525680342	0.96138
DCUN1D1	Expression	-0.00632432488746134	0.98968
DCUN1D1	ENST00000292782	0.928256659799201	0.98476
DCUN1D1	ENST00000632685	1.09196816574916	0.96556
JADE2	Expression	0.776801028268994	0
JADE2	ENST00000282605	1.12636696303259	0.79285
JADE2	ENST00000361895	1.21432142368729	0.44854
JADE2	ENST00000395003	0.95222699392764	0.98643
JADE2	ENST00000470876	1.06728027934183	0.92121
LCP2	Expression	0.612824093617214	9e-05
LCP2	ENST00000046794	0.983222211448126	0.99881
LCP2	ENST00000521416	1.06266793906141	0.98831
CTNNA1	Expression	-0.0017544444691973	0.99373
CTNNA1	ENST00000302763	0.996654805100395	0.9983
CTNNA1	ENST00000522730	1.1478154151727	0.72531
CTNNA1	ENST00000522792	1.21398161201081	0.44097
CNTLN	Expression	0.0039981281345903	0.98772
CNTLN	ENST00000380641	1.09329896530441	0.93941
CNTLN	ENST00000380647	0.940507634997826	0.97847
OFD1	Expression	0.0151527137687839	0.98026
OFD1	ENST00000340096	0.973956562877988	0.99567
OFD1	ENST00000490265	1.15171797649316	0.76685
YTHDC2	Expression	-0.0136996948544966	0.98258
YTHDC2	ENST00000161863	1.00294029909642	0.99924
YTHDC2	ENST00000512600	0.967420755019984	0.99755
POLR2B	Expression	-0.0650951694400611	0.84938
POLR2B	ENST00000314595	0.997161394016513	0.99889
POLR2B	ENST00000478188	1.03084945873727	0.99702
FAM214A	Expression	-0.26029063478932	0.23012
FAM214A	ENST00000261844	0.975053154700348	0.992
FAM214A	ENST00000534964	1.05710872076441	0.96154
FAM214A	ENST00000562351	0.990740089700214	0.98893
FAM214A	ENST00000566948	1.01258162201793	0.97731
ARAP2	Expression	0.338052972360744	0.10847
ARAP2	ENST00000303965	0.993398798392065	0.99923
ARAP2	ENST00000508066	1.0464171965221	0.99488
TPR	Expression	-0.0170647534254031	0.98522
TPR	ENST00000367478	1.00163850841718	0.99967
TPR	ENST00000481347	0.889418577407502	0.94502
CP	Expression	-0.00807982215016758	0.99198
